file_name,site_id,flag_rain,flag_anthrophony
S4A25468_20240510_023000.wav,site_1,FALSE,FALSE
S4A25468_20240510_023600.wav,site_1,FALSE,FALSE
S4A25468_20240510_023600.wav,site_1,FALSE,FALSE
S4A25468_20240510_024200.wav,site_1,FALSE,FALSE
S4A25468_20240510_024200.wav,site_1,FALSE,FALSE
S4A25468_20240510_024800.wav,site_1,FALSE,FALSE
S4A25468_20240510_024800.wav,site_1,FALSE,FALSE
S4A25468_20240510_025400.wav,site_1,FALSE,FALSE
S4A25468_20240510_025400.wav,site_1,FALSE,FALSE
S4A25468_20240510_030000.wav,site_1,FALSE,FALSE
S4A25468_20240510_030000.wav,site_1,FALSE,FALSE
S4A25468_20240510_030600.wav,site_1,FALSE,FALSE
S4A25468_20240510_030600.wav,site_1,FALSE,FALSE
S4A25468_20240510_031200.wav,site_1,FALSE,FALSE
S4A25468_20240510_031200.wav,site_1,FALSE,FALSE
S4A25468_20240510_031800.wav,site_1,FALSE,FALSE
S4A25468_20240510_031800.wav,site_1,FALSE,FALSE
S4A25468_20240510_032400.wav,site_1,FALSE,FALSE
S4A25468_20240510_032400.wav,site_1,FALSE,FALSE
S4A25468_20240510_033000.wav,site_1,FALSE,FALSE
S4A25468_20240510_033000.wav,site_1,FALSE,FALSE
S4A25468_20240510_033600.wav,site_1,FALSE,FALSE
S4A25468_20240510_033600.wav,site_1,FALSE,FALSE
S4A25468_20240510_034200.wav,site_1,FALSE,FALSE
S4A25468_20240510_034200.wav,site_1,FALSE,FALSE
S4A25468_20240510_034800.wav,site_1,FALSE,FALSE
S4A25468_20240510_034800.wav,site_1,FALSE,FALSE
S4A25468_20240510_035400.wav,site_1,FALSE,FALSE
S4A25468_20240510_035400.wav,site_1,FALSE,FALSE
S4A25468_20240510_040000.wav,site_1,FALSE,FALSE
S4A25468_20240510_040000.wav,site_1,FALSE,FALSE
S4A25468_20240510_040600.wav,site_1,FALSE,FALSE
S4A25468_20240510_040600.wav,site_1,FALSE,FALSE
S4A25468_20240510_041200.wav,site_1,FALSE,FALSE
S4A25468_20240510_041200.wav,site_1,FALSE,FALSE
S4A25468_20240510_041800.wav,site_1,FALSE,FALSE
S4A25468_20240510_041800.wav,site_1,FALSE,FALSE
S4A25468_20240510_042400.wav,site_1,FALSE,FALSE
S4A25468_20240510_042400.wav,site_1,FALSE,FALSE
S4A25468_20240510_043000.wav,site_1,FALSE,FALSE
S4A25468_20240510_043000.wav,site_1,FALSE,FALSE
S4A25468_20240510_043600.wav,site_1,FALSE,FALSE
S4A25468_20240510_043600.wav,site_1,FALSE,FALSE
