site_id,n_files,noise_floor_db,ssi_threshold_db
site_1,12,3.5121126501854096,19.512112650185408
site_2,12,0.706661599920795,16.706661599920796
site_3,12,-3.2585090599324413,12.741490940067559
site_4,12,-3.603330493283024,12.396669506716975
